Study ID,PMID,Graft Type,Title,,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Link
Hurley (2019),30773253,HT,No difference in outcomes between femoral fixation methods with hamstring autograft in anterior cruciate ligament reconstruction - A network meta-analysis,Hurley (2019),"Hurley ET, Gianakos AL, Anil U, Strauss EJ, Gonzalez-Lomas G.",Knee. 2019 Mar;26(2):292-301. doi: 10.1016/j.knee.2019.01.015. Epub 2019 Feb 14.,Hurley ET,Knee,2019,2/19/2019,,,10.1016/j.knee.2019.01.015,Hurley (2019)
Naendrup (2020),30656372,HT,Vancomycin-soaking of the graft reduces the incidence of septic arthritis following ACL reconstruction: results of a systematic review and meta-analysis,Naendrup (2020),"Naendrup JH, Marche B, de Sa D, Koenen P, Otchwemah R, Wafaisade A, Pfeiffer TR.",Knee Surg Sports Traumatol Arthrosc. 2020 Apr;28(4):1005-1013. doi: 10.1007/s00167-019-05353-1. Epub 2019 Jan 17.,Naendrup JH,Knee Surg Sports Traumatol Arthrosc,2020,1/19/2019,,,10.1007/s00167-019-05353-1,Naendrup (2020)
Tan (2019),30212919,QT,Outcomes of Anterior Cruciate Ligament Reconstruction in Females Using Patellar-Tendon-Bone versus Hamstring Autografts: A Systematic Review and Meta-Analysis,Tan (2019),"Tan SHS, Lau BPH, Krishna L.",J Knee Surg. 2019 Aug;32(8):770-787. doi: 10.1055/s-0038-1669916. Epub 2018 Sep 13.,Tan SHS,J Knee Surg,2019,9/14/2018,,,10.1055/s-0038-1669916,Tan (2019)
Tan (2019),30212919,HT,Outcomes of Anterior Cruciate Ligament Reconstruction in Females Using Patellar-Tendon-Bone versus Hamstring Autografts: A Systematic Review and Meta-Analysis,Tan (2019),"Tan SHS, Lau BPH, Krishna L.",J Knee Surg. 2019 Aug;32(8):770-787. doi: 10.1055/s-0038-1669916. Epub 2018 Sep 13.,Tan SHS,J Knee Surg,2019,9/14/2018,,,10.1055/s-0038-1669916,Tan (2019)
Tan (2019),30212919,BPTB,Outcomes of Anterior Cruciate Ligament Reconstruction in Females Using Patellar-Tendon-Bone versus Hamstring Autografts: A Systematic Review and Meta-Analysis,Tan (2019),"Tan SHS, Lau BPH, Krishna L.",J Knee Surg. 2019 Aug;32(8):770-787. doi: 10.1055/s-0038-1669916. Epub 2018 Sep 13.,Tan SHS,J Knee Surg,2019,9/14/2018,,,10.1055/s-0038-1669916,Tan (2019)
Chin (2019),30206911,QT,Arthroscopic Anterior Cruciate Ligament Reconstruction: A Meta-Analysis Comparing Semitendinosus Alone and Semitendinosus with Gracilis Tendon Autografts,Chin (2019),"Chin BZ, Wee IJY, Syn NL, Krishna L.",J Knee Surg. 2019 Aug;32(8):796-803. doi: 10.1055/s-0038-1669950. Epub 2018 Sep 11.,Chin BZ,J Knee Surg,2019,9/13/2018,,,10.1055/s-0038-1669950,Chin (2019)
Chin (2019),30206911,HT,Arthroscopic Anterior Cruciate Ligament Reconstruction: A Meta-Analysis Comparing Semitendinosus Alone and Semitendinosus with Gracilis Tendon Autografts,Chin (2019),"Chin BZ, Wee IJY, Syn NL, Krishna L.",J Knee Surg. 2019 Aug;32(8):796-803. doi: 10.1055/s-0038-1669950. Epub 2018 Sep 11.,Chin BZ,J Knee Surg,2019,9/13/2018,,,10.1055/s-0038-1669950,Chin (2019)
Kanakamedala (2019),29974173,QT,No difference between full thickness and partial thickness quadriceps tendon autografts in anterior cruciate ligament reconstruction: a systematic review,Kanakamedala (2019),"Kanakamedala AC, de Sa D, Obioha OA, Arakgi ME, Schmidt PB, Lesniak BP, Musahl V.",Knee Surg Sports Traumatol Arthrosc. 2019 Jan;27(1):105-116. doi: 10.1007/s00167-018-5042-z. Epub 2018 Jul 4.,Kanakamedala AC,Knee Surg Sports Traumatol Arthrosc,2019,7/6/2018,,,10.1007/s00167-018-5042-z,Kanakamedala (2019)
Matthews (2018),29782440,BPTB,Management of Simultaneous Patellar Tendon and Anterior Cruciate Ligament Ruptures-A Systematic Review of Available Literature,Matthews (2018),"Matthews AH, Fraser EJ, Parkinson B.",J Orthop Trauma. 2018 Aug;32(8):e320-e326. doi: 10.1097/BOT.0000000000001219.,Matthews AH,J Orthop Trauma,2018,5/22/2018,,,10.1097/BOT.0000000000001219,Matthews (2018)
Hurley (2018),29628380,QT,Quadriceps Tendon Autograft in Anterior Cruciate Ligament Reconstruction: A Systematic Review,Hurley (2018),"Hurley ET, Calvo-Gurry M, Withers D, Farrington SK, Moran R, Moran CJ.",Arthroscopy. 2018 May;34(5):1690-1698. doi: 10.1016/j.arthro.2018.01.046. Epub 2018 Apr 5.,Hurley ET,Arthroscopy,2018,4/10/2018,,,10.1016/j.arthro.2018.01.046,Hurley (2018)
Belk (2018),29628379,QT,Quadriceps Tendon Autograft for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review of Comparative Studies With Minimum 2-Year Follow-Up,Belk (2018),"Belk JW, Kraeutler MJ, Marshall HA, Goodrich JA, McCarty EC.",Arthroscopy. 2018 May;34(5):1699-1707. doi: 10.1016/j.arthro.2018.01.047. Epub 2018 Apr 5.,Belk JW,Arthroscopy,2018,4/10/2018,,,10.1016/j.arthro.2018.01.047,Belk (2018)
Hurley (2018),29628380,HT,Quadriceps Tendon Autograft in Anterior Cruciate Ligament Reconstruction: A Systematic Review,Hurley (2018),"Hurley ET, Calvo-Gurry M, Withers D, Farrington SK, Moran R, Moran CJ.",Arthroscopy. 2018 May;34(5):1690-1698. doi: 10.1016/j.arthro.2018.01.046. Epub 2018 Apr 5.,Hurley ET,Arthroscopy,2018,4/10/2018,,,10.1016/j.arthro.2018.01.046,Hurley (2018)
Belk (2018),29628379,HT,Quadriceps Tendon Autograft for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review of Comparative Studies With Minimum 2-Year Follow-Up,Belk (2018),"Belk JW, Kraeutler MJ, Marshall HA, Goodrich JA, McCarty EC.",Arthroscopy. 2018 May;34(5):1699-1707. doi: 10.1016/j.arthro.2018.01.047. Epub 2018 Apr 5.,Belk JW,Arthroscopy,2018,4/10/2018,,,10.1016/j.arthro.2018.01.047,Belk (2018)
Hurley (2018),29628380,BPTB,Quadriceps Tendon Autograft in Anterior Cruciate Ligament Reconstruction: A Systematic Review,Hurley (2018),"Hurley ET, Calvo-Gurry M, Withers D, Farrington SK, Moran R, Moran CJ.",Arthroscopy. 2018 May;34(5):1690-1698. doi: 10.1016/j.arthro.2018.01.046. Epub 2018 Apr 5.,Hurley ET,Arthroscopy,2018,4/10/2018,,,10.1016/j.arthro.2018.01.046,Hurley (2018)
Belk (2018),29628379,BPTB,Quadriceps Tendon Autograft for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review of Comparative Studies With Minimum 2-Year Follow-Up,Belk (2018),"Belk JW, Kraeutler MJ, Marshall HA, Goodrich JA, McCarty EC.",Arthroscopy. 2018 May;34(5):1699-1707. doi: 10.1016/j.arthro.2018.01.047. Epub 2018 Apr 5.,Belk JW,Arthroscopy,2018,4/10/2018,,,10.1016/j.arthro.2018.01.047,Belk (2018)
Grassi (2018),29423546,HT,Association between incision technique for hamstring tendon harvest in anterior cruciate ligament reconstruction and the risk of injury to the infra-patellar branch of the saphenous nerve: a meta-analysis,Grassi (2018),"Grassi A, Perdisa F, Samuelsson K, Svantesson E, Romagnoli M, Raggi F, Gaziano T, Mosca M, Ayeni O, Zaffagnini S.",Knee Surg Sports Traumatol Arthrosc. 2018 Aug;26(8):2410-2423. doi: 10.1007/s00167-018-4858-x. Epub 2018 Feb 8.,Grassi A,Knee Surg Sports Traumatol Arthrosc,2018,2/10/2018,,,10.1007/s00167-018-4858-x,Grassi (2018)
Belk (2018),29366740,HT,Knee Osteoarthritis After Anterior Cruciate Ligament Reconstruction With Bone-Patellar Tendon-Bone Versus Hamstring Tendon Autograft: A Systematic Review of Randomized Controlled Trials,Belk (2018),"Belk JW, Kraeutler MJ, Carver TJ, McCarty EC.",Arthroscopy. 2018 Apr;34(4):1358-1365. doi: 10.1016/j.arthro.2017.11.032. Epub 2018 Feb 1.,Belk JW,Arthroscopy,2018,1/26/2018,,,10.1016/j.arthro.2017.11.032,Belk (2018)
Belk (2018),29366740,BPTB,Knee Osteoarthritis After Anterior Cruciate Ligament Reconstruction With Bone-Patellar Tendon-Bone Versus Hamstring Tendon Autograft: A Systematic Review of Randomized Controlled Trials,Belk (2018),"Belk JW, Kraeutler MJ, Carver TJ, McCarty EC.",Arthroscopy. 2018 Apr;34(4):1358-1365. doi: 10.1016/j.arthro.2017.11.032. Epub 2018 Feb 1.,Belk JW,Arthroscopy,2018,1/26/2018,,,10.1016/j.arthro.2017.11.032,Belk (2018)
Lutz (2018),29191469,HT,Role of anterolateral reconstruction in patients undergoing anterior cruciate ligament reconstruction,Lutz (2018),Lutz C.,Orthop Traumatol Surg Res. 2018 Feb;104(1S):S47-S53. doi: 10.1016/j.otsr.2017.03.031. Epub 2017 Dec 2.,Lutz C,Orthop Traumatol Surg Res,2018,12/2/2017,,,10.1016/j.otsr.2017.03.031,Lutz (2018)
Chen (2017),29115973,HT,Anteromedial versus transtibial technique in single-bundle autologous hamstring ACL reconstruction: a meta-analysis of prospective randomized controlled trials,Chen (2017),"Chen H, Tie K, Qi Y, Li B, Chen B, Chen L.",J Orthop Surg Res. 2017 Nov 7;12(1):167. doi: 10.1186/s13018-017-0671-3.,Chen H,J Orthop Surg Res,2017,11/9/2017,PMC5678560,,10.1186/s13018-017-0671-3,Chen (2017)
Hu (2018),29066266,HT,Cross Pin Versus Interference Screw for Femoral Graft Fixation in Hamstring Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Clinical Outcomes,Hu (2018),"Hu B, Shen W, Zhou C, Meng J, Wu H, Yan S.",Arthroscopy. 2018 Feb;34(2):615-623. doi: 10.1016/j.arthro.2017.07.031. Epub 2017 Oct 21.,Hu B,Arthroscopy,2018,10/26/2017,,,10.1016/j.arthro.2017.07.031,Hu (2018)
Jiang (2018),28753392,HT,Cortical Button Versus Cross-pin Femoral Fixation for Hamstring Anterior Cruciate Ligament Reconstruction: A Meta-analysis of Randomized Controlled Trials,Jiang (2018),"Jiang H, Ma G, Li Q, Hu Y, Li J, Tang X.",Am J Sports Med. 2018 Jul;46(9):2277-2284. doi: 10.1177/0363546517717672. Epub 2017 Jul 28.,Jiang H,Am J Sports Med,2018,7/29/2017,,,10.1177/0363546517717672,Jiang (2018)
Poehling-Monaghan (2017),28660230,HT,Long-Term Outcomes in Anterior Cruciate Ligament Reconstruction: A Systematic Review of Patellar Tendon Versus Hamstring Autografts,Poehling-Monaghan (2017),"Poehling-Monaghan KL, Salem H, Ross KE, Secrist E, Ciccotti MC, Tjoumakaris F, Ciccotti MG, Freedman KB.",Orthop J Sports Med. 2017 Jun 14;5(6):2325967117709735. doi: 10.1177/2325967117709735. eCollection 2017 Jun.,Poehling-Monaghan KL,Orthop J Sports Med,2017,6/30/2017,PMC5476329,,10.1177/2325967117709735,Poehling-Monaghan (2017)
Poehling-Monaghan (2017),28660230,BPTB,Long-Term Outcomes in Anterior Cruciate Ligament Reconstruction: A Systematic Review of Patellar Tendon Versus Hamstring Autografts,Poehling-Monaghan (2017),"Poehling-Monaghan KL, Salem H, Ross KE, Secrist E, Ciccotti MC, Tjoumakaris F, Ciccotti MG, Freedman KB.",Orthop J Sports Med. 2017 Jun 14;5(6):2325967117709735. doi: 10.1177/2325967117709735. eCollection 2017 Jun.,Poehling-Monaghan KL,Orthop J Sports Med,2017,6/30/2017,PMC5476329,,10.1177/2325967117709735,Poehling-Monaghan (2017)
Riaz (2018),28654440,QT,Quadriceps Tendon-Bone or Patellar Tendon-Bone Autografts When Reconstructing the Anterior Cruciate Ligament: A Meta-analysis,Riaz (2018),"Riaz O, Aqil A, Mannan A, Hossain F, Ali M, Chakrabarty G, Radcliffe G.",Clin J Sport Med. 2018 May;28(3):316-324. doi: 10.1097/JSM.0000000000000451.,Riaz O,Clin J Sport Med,2018,6/28/2017,,,10.1097/JSM.0000000000000451,Riaz (2018)
Riaz (2018),28654440,BPTB,Quadriceps Tendon-Bone or Patellar Tendon-Bone Autografts When Reconstructing the Anterior Cruciate Ligament: A Meta-analysis,Riaz (2018),"Riaz O, Aqil A, Mannan A, Hossain F, Ali M, Chakrabarty G, Radcliffe G.",Clin J Sport Med. 2018 May;28(3):316-324. doi: 10.1097/JSM.0000000000000451.,Riaz O,Clin J Sport Med,2018,6/28/2017,,,10.1097/JSM.0000000000000451,Riaz (2018)
DePhillipo (2017),28502387,HT,"Anterolateral Ligament Reconstruction Techniques, Biomechanics, and Clinical Outcomes: A Systematic Review",DePhillipo (2017),"DePhillipo NN, Cinque ME, Chahla J, Geeslin AG, LaPrade RF.",Arthroscopy. 2017 Aug;33(8):1575-1583. doi: 10.1016/j.arthro.2017.03.009. Epub 2017 May 11.,DePhillipo NN,Arthroscopy,2017,5/16/2017,,,10.1016/j.arthro.2017.03.009,DePhillipo (2017)
Cucchi (2018),28456816,BPTB,Early combined arthroscopic treatment for simultaneous ruptures of the patellar tendon and the anterior cruciate ligament leads to good radiological results and patient satisfaction,Cucchi (2018),"Cucchi D, Aliprandi A, Nocerino E, Randelli P.",Knee Surg Sports Traumatol Arthrosc. 2018 Apr;26(4):1164-1173. doi: 10.1007/s00167-017-4562-2. Epub 2017 Apr 29.,Cucchi D,Knee Surg Sports Traumatol Arthrosc,2018,5/1/2017,,,10.1007/s00167-017-4562-2,Cucchi (2018)
Samuelsen (2017),28205075,HT,"Hamstring Autograft versus Patellar Tendon Autograft for ACL Reconstruction: Is There a Difference in Graft Failure Rate? A Meta-analysis of 47,613 Patients",Samuelsen (2017),"Samuelsen BT, Webster KE, Johnson NR, Hewett TE, Krych AJ.",Clin Orthop Relat Res. 2017 Oct;475(10):2459-2468. doi: 10.1007/s11999-017-5278-9.,Samuelsen BT,Clin Orthop Relat Res,2017,2/17/2017,PMC5599382,,10.1007/s11999-017-5278-9,Samuelsen (2017)
Samuelsen (2017),28205075,BPTB,"Hamstring Autograft versus Patellar Tendon Autograft for ACL Reconstruction: Is There a Difference in Graft Failure Rate? A Meta-analysis of 47,613 Patients",Samuelsen (2017),"Samuelsen BT, Webster KE, Johnson NR, Hewett TE, Krych AJ.",Clin Orthop Relat Res. 2017 Oct;475(10):2459-2468. doi: 10.1007/s11999-017-5278-9.,Samuelsen BT,Clin Orthop Relat Res,2017,2/17/2017,PMC5599382,,10.1007/s11999-017-5278-9,Samuelsen (2017)
Browning (2017),28068159,HT,Suspensory Versus Aperture Fixation of a Quadrupled Hamstring Tendon Autograft in Anterior Cruciate Ligament Reconstruction: A Meta-analysis,Browning (2017),"Browning WM 3rd, Kluczynski MA, Curatolo C, Marzo JM.",Am J Sports Med. 2017 Aug;45(10):2418-2427. doi: 10.1177/0363546516680995. Epub 2017 Jan 9.,Browning WM 3rd,Am J Sports Med,2017,1/10/2017,,,10.1177/0363546516680995,Browning (2017)
Chee (2017),28040335,HT,Outcome of Patellar Tendon Versus 4-Strand Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Prospective Randomized Trials,Chee (2017),"Chee MY, Chen Y, Pearce CJ, Murphy DP, Krishna L, Hui JH, Wang WE, Tai BC, Salunke AA, Chen X, Chua ZK, Satkunanantham K.",Arthroscopy. 2017 Feb;33(2):450-463. doi: 10.1016/j.arthro.2016.09.020. Epub 2016 Dec 28.,Chee MY,Arthroscopy,2017,1/2/2017,,,10.1016/j.arthro.2016.09.020,Chee (2017)
Chee (2017),28040335,BPTB,Outcome of Patellar Tendon Versus 4-Strand Hamstring Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A Systematic Review and Meta-analysis of Prospective Randomized Trials,Chee (2017),"Chee MY, Chen Y, Pearce CJ, Murphy DP, Krishna L, Hui JH, Wang WE, Tai BC, Salunke AA, Chen X, Chua ZK, Satkunanantham K.",Arthroscopy. 2017 Feb;33(2):450-463. doi: 10.1016/j.arthro.2016.09.020. Epub 2016 Dec 28.,Chee MY,Arthroscopy,2017,1/2/2017,,,10.1016/j.arthro.2016.09.020,Chee (2017)
An (2017),27923626,HT,Limitations in predicting outcome following primary ACL reconstruction with single-bundle hamstring autograft - A systematic review,An (2017),"An VV, Scholes C, Mhaskar VA, Hadden WJ, Parker D.",Knee. 2017 Mar;24(2):170-178. doi: 10.1016/j.knee.2016.10.006. Epub 2016 Dec 4.,An VV,Knee,2017,12/8/2016,,,10.1016/j.knee.2016.10.006,An (2017)
Zabierek (2017),27837221,QT,Femoral avulsion fracture of ACL proximal attachment in male scuba diver: case report and review of the literature,Zabierek (2017),"Zabierek S, Nowak K, Domzalski M.",Knee Surg Sports Traumatol Arthrosc. 2017 Apr;25(4):1328-1330. doi: 10.1007/s00167-016-4373-x. Epub 2016 Nov 11.,Zabierek S,Knee Surg Sports Traumatol Arthrosc,2017,11/13/2016,,,10.1007/s00167-016-4373-x,Zabierek (2017)
Kurz (2017),27544274,HT,Credibility and quality of meta-analyses addressing graft choice in anterior cruciate ligament reconstruction: a systematic review,Kurz (2017),"Kurz A, Evaniew N, Yeung M, Samuelsson K, Peterson D, Ayeni OR.",Knee Surg Sports Traumatol Arthrosc. 2017 Feb;25(2):538-551. doi: 10.1007/s00167-016-4282-z. Epub 2016 Aug 20.,Kurz A,Knee Surg Sports Traumatol Arthrosc,2017,8/22/2016,,,10.1007/s00167-016-4282-z,Kurz (2017)
Kurz (2017),27544274,BPTB,Credibility and quality of meta-analyses addressing graft choice in anterior cruciate ligament reconstruction: a systematic review,Kurz (2017),"Kurz A, Evaniew N, Yeung M, Samuelsson K, Peterson D, Ayeni OR.",Knee Surg Sports Traumatol Arthrosc. 2017 Feb;25(2):538-551. doi: 10.1007/s00167-016-4282-z. Epub 2016 Aug 20.,Kurz A,Knee Surg Sports Traumatol Arthrosc,2017,8/22/2016,,,10.1007/s00167-016-4282-z,Kurz (2017)
Magnussen (2015),27501023,HT,ACL Graft and Contralateral ACL Tear Risk within Ten Years Following Reconstruction: A Systematic Review,Magnussen (2015),"Magnussen RA, Meschbach NT, Kaeding CC, Wright RW, Spindler KP.",JBJS Rev. 2015 Jan 20;3(1):e3. doi: 10.2106/JBJS.RVW.N.00052.,Magnussen RA,JBJS Rev,2015,8/9/2016,,,10.2106/JBJS.RVW.N.00052,Magnussen (2015)
Magnussen (2015),27501023,BPTB,ACL Graft and Contralateral ACL Tear Risk within Ten Years Following Reconstruction: A Systematic Review,Magnussen (2015),"Magnussen RA, Meschbach NT, Kaeding CC, Wright RW, Spindler KP.",JBJS Rev. 2015 Jan 20;3(1):e3. doi: 10.2106/JBJS.RVW.N.00052.,Magnussen RA,JBJS Rev,2015,8/9/2016,,,10.2106/JBJS.RVW.N.00052,Magnussen (2015)
Debieux (2016),27450741,HT,Bioabsorbable versus metallic interference screws for graft fixation in anterior cruciate ligament reconstruction,Debieux (2016),"Debieux P, Franciozi CE, Lenza M, Tamaoki MJ, Magnussen RA, Faloppa F, Belloti JC.",Cochrane Database Syst Rev. 2016 Jul 24;7(7):CD009772. doi: 10.1002/14651858.CD009772.pub2.,Debieux P,Cochrane Database Syst Rev,2016,7/25/2016,PMC6458013,,10.1002/14651858.CD009772.pub2,Debieux (2016)
Debieux (2016),27450741,BPTB,Bioabsorbable versus metallic interference screws for graft fixation in anterior cruciate ligament reconstruction,Debieux (2016),"Debieux P, Franciozi CE, Lenza M, Tamaoki MJ, Magnussen RA, Faloppa F, Belloti JC.",Cochrane Database Syst Rev. 2016 Jul 24;7(7):CD009772. doi: 10.1002/14651858.CD009772.pub2.,Debieux P,Cochrane Database Syst Rev,2016,7/25/2016,PMC6458013,,10.1002/14651858.CD009772.pub2,Debieux (2016)
Kini (2015),26917031,HT,Posttraumatic incarceration of medial collateral ligament into knee joint with anterior cruciate ligament injury,Kini (2015),"Kini SG, du Pre K, Bruce W.",Chin J Traumatol. 2015;18(6):367-9. doi: 10.1016/j.cjtee.2015.11.004.,Kini SG,Chin J Traumatol,2015,2/27/2016,,,10.1016/j.cjtee.2015.11.004,Kini (2015)
Chen (2015),26354196,HT,Outcome of Single-Bundle Hamstring Anterior Cruciate Ligament Reconstruction Using the Anteromedial Versus the Transtibial Technique: A Systematic Review and Meta-analysis,Chen (2015),"Chen Y, Chua KH, Singh A, Tan JH, Chen X, Tan SH, Tai BC, Lingaraj K.",Arthroscopy. 2015 Sep;31(9):1784-94. doi: 10.1016/j.arthro.2015.06.001.,Chen Y,Arthroscopy,2015,9/11/2015,,,10.1016/j.arthro.2015.06.001,Chen (2015)
Gabler (2016),25999439,HT,"Comparison of Graft Failure Rate Between Autografts Placed via an Anatomic Anterior Cruciate Ligament Reconstruction Technique: A Systematic Review, Meta-analysis, and Meta-regression",Gabler (2016),"Gabler CM, Jacobs CA, Howard JS, Mattacola CG, Johnson DL.",Am J Sports Med. 2016 Apr;44(4):1069-79. doi: 10.1177/0363546515584043. Epub 2015 May 21.,Gabler CM,Am J Sports Med,2016,5/23/2015,,,10.1177/0363546515584043,Gabler (2016)
Gabler (2016),25999439,BPTB,"Comparison of Graft Failure Rate Between Autografts Placed via an Anatomic Anterior Cruciate Ligament Reconstruction Technique: A Systematic Review, Meta-analysis, and Meta-regression",Gabler (2016),"Gabler CM, Jacobs CA, Howard JS, Mattacola CG, Johnson DL.",Am J Sports Med. 2016 Apr;44(4):1069-79. doi: 10.1177/0363546515584043. Epub 2015 May 21.,Gabler CM,Am J Sports Med,2016,5/23/2015,,,10.1177/0363546515584043,Gabler (2016)
Tan (2016),25802119,QT,The Importance of Patient Sex in the Outcomes of Anterior Cruciate Ligament Reconstructions: A Systematic Review and Meta-analysis,Tan (2016),"Tan SH, Lau BP, Khin LW, Lingaraj K.",Am J Sports Med. 2016 Jan;44(1):242-54. doi: 10.1177/0363546515573008. Epub 2015 Mar 23.,Tan SH,Am J Sports Med,2016,3/25/2015,,,10.1177/0363546515573008,Tan (2016)
Tan (2016),25802119,HT,The Importance of Patient Sex in the Outcomes of Anterior Cruciate Ligament Reconstructions: A Systematic Review and Meta-analysis,Tan (2016),"Tan SH, Lau BP, Khin LW, Lingaraj K.",Am J Sports Med. 2016 Jan;44(1):242-54. doi: 10.1177/0363546515573008. Epub 2015 Mar 23.,Tan SH,Am J Sports Med,2016,3/25/2015,,,10.1177/0363546515573008,Tan (2016)
Makhni (2015),25727493,HT,Functional Outcome and Graft Retention in Patients With Septic Arthritis After Anterior Cruciate Ligament Reconstruction: A Systematic Review,Makhni (2015),"Makhni EC, Steinhaus ME, Mehran N, Schulz BS, Ahmad CS.",Arthroscopy. 2015 Jul;31(7):1392-401. doi: 10.1016/j.arthro.2014.12.026. Epub 2015 Feb 26.,Makhni EC,Arthroscopy,2015,3/3/2015,,,10.1016/j.arthro.2014.12.026,Makhni (2015)
Makhni (2015),25727493,BPTB,Functional Outcome and Graft Retention in Patients With Septic Arthritis After Anterior Cruciate Ligament Reconstruction: A Systematic Review,Makhni (2015),"Makhni EC, Steinhaus ME, Mehran N, Schulz BS, Ahmad CS.",Arthroscopy. 2015 Jul;31(7):1392-401. doi: 10.1016/j.arthro.2014.12.026. Epub 2015 Feb 26.,Makhni EC,Arthroscopy,2015,3/3/2015,,,10.1016/j.arthro.2014.12.026,Makhni (2015)
Xie (2015),25547048,HT,A meta-analysis of bone-patellar tendon-bone autograft versus four-strand hamstring tendon autograft for anterior cruciate ligament reconstruction,Xie (2015),"Xie X, Liu X, Chen Z, Yu Y, Peng S, Li Q.",Knee. 2015 Mar;22(2):100-10. doi: 10.1016/j.knee.2014.11.014. Epub 2014 Dec 11.,Xie X,Knee,2015,12/31/2014,,,10.1016/j.knee.2014.11.014,Xie (2015)
Xie (2015),25547048,BPTB,A meta-analysis of bone-patellar tendon-bone autograft versus four-strand hamstring tendon autograft for anterior cruciate ligament reconstruction,Xie (2015),"Xie X, Liu X, Chen Z, Yu Y, Peng S, Li Q.",Knee. 2015 Mar;22(2):100-10. doi: 10.1016/j.knee.2014.11.014. Epub 2014 Dec 11.,Xie X,Knee,2015,12/31/2014,,,10.1016/j.knee.2014.11.014,Xie (2015)
Slone (2015),25543249,QT,Quadriceps tendon autograft for anterior cruciate ligament reconstruction: a comprehensive review of current literature and systematic review of clinical results,Slone (2015),"Slone HS, Romine SE, Premkumar A, Xerogeanes JW.",Arthroscopy. 2015 Mar;31(3):541-54. doi: 10.1016/j.arthro.2014.11.010. Epub 2014 Dec 25.,Slone HS,Arthroscopy,2015,12/29/2014,,,10.1016/j.arthro.2014.11.010,Slone (2015)
Slone (2015),25543249,BPTB,Quadriceps tendon autograft for anterior cruciate ligament reconstruction: a comprehensive review of current literature and systematic review of clinical results,Slone (2015),"Slone HS, Romine SE, Premkumar A, Xerogeanes JW.",Arthroscopy. 2015 Mar;31(3):541-54. doi: 10.1016/j.arthro.2014.11.010. Epub 2014 Dec 25.,Slone HS,Arthroscopy,2015,12/29/2014,,,10.1016/j.arthro.2014.11.010,Slone (2015)
Frank (2015),25442654,BPTB,Closure of patellar tendon defect in anterior cruciate ligament reconstruction with bone-patellar tendon-bone autograft: systematic review of randomized controlled trials,Frank (2015),"Frank RM, Mascarenhas R, Haro M, Verma NN, Cole BJ, Bush-Joseph CA, Bach BR Jr.",Arthroscopy. 2015 Feb;31(2):329-38. doi: 10.1016/j.arthro.2014.09.004. Epub 2014 Nov 6.,Frank RM,Arthroscopy,2015,12/3/2014,,,10.1016/j.arthro.2014.09.004,Frank (2015)
Speziali (2014),25269758,HT,Fixation techniques for the anterior cruciate ligament reconstruction: early follow-up. A systematic review of level I and II therapeutic studies,Speziali (2014),"Speziali A, Delcogliano M, Tei M, Placella G, Bartoli M, Menghi A, Cerulli G.",Musculoskelet Surg. 2014 Dec;98(3):179-87. doi: 10.1007/s12306-014-0338-8. Epub 2014 Oct 1.,Speziali A,Musculoskelet Surg,2014,10/2/2014,,,10.1007/s12306-014-0338-8,Speziali (2014)
Speziali (2014),25269758,BPTB,Fixation techniques for the anterior cruciate ligament reconstruction: early follow-up. A systematic review of level I and II therapeutic studies,Speziali (2014),"Speziali A, Delcogliano M, Tei M, Placella G, Bartoli M, Menghi A, Cerulli G.",Musculoskelet Surg. 2014 Dec;98(3):179-87. doi: 10.1007/s12306-014-0338-8. Epub 2014 Oct 1.,Speziali A,Musculoskelet Surg,2014,10/2/2014,,,10.1007/s12306-014-0338-8,Speziali (2014)
Saccomanno (2014),25064753,HT,Clinical and functional outcomes after anterior cruciate ligament reconstruction using cortical button fixation versus transfemoral suspensory fixation: a systematic review of randomized controlled trials,Saccomanno (2014),"Saccomanno MF, Shin JJ, Mascarenhas R, Haro M, Verma NN, Cole BJ, Bach BR Jr.",Arthroscopy. 2014 Nov;30(11):1491-8. doi: 10.1016/j.arthro.2014.05.028. Epub 2014 Jul 23.,Saccomanno MF,Arthroscopy,2014,7/28/2014,,,10.1016/j.arthro.2014.05.028,Saccomanno (2014)
Xie (2015),24748500,HT,"Increased incidence of osteoarthritis of knee joint after ACL reconstruction with bone-patellar tendon-bone autografts than hamstring autografts: a meta-analysis of 1,443 patients at a minimum of 5 years",Xie (2015),"Xie X, Xiao Z, Li Q, Zhu B, Chen J, Chen H, Yang F, Chen Y, Lai Q, Liu X.",Eur J Orthop Surg Traumatol. 2015 Jan;25(1):149-59. doi: 10.1007/s00590-014-1459-3. Epub 2014 Apr 21.,Xie X,Eur J Orthop Surg Traumatol,2015,4/22/2014,,,10.1007/s00590-014-1459-3,Xie (2015)
