id,study_id,source,authors,first_author,Title,short_title,Publication Year,DOI,Journal/Book,deduplication,title_abstract_screening,full-text_screening,reason_for_exclusion
,Isberg J (2006),PubMed,"Isberg J, FaxÃ©n E, Brandsson S, Eriksson BI, KÃ¤rrholm J, Karlsson J.",Isberg,Early active extension after anterior cruciate ligament reconstruction does not result in increased laxity of the knee,Early active extension after anteri,2006,10.1007/s00167-006-0138-2,Knee Surg Sports Traumatol Arthrosc,Isberg2006,,,
,Sajovic M (2006),PubMed,"Sajovic M, Vengust V, Komadina R, Tavcar R, Skaza K.",Sajovic,"A prospective, randomized comparison of semitendinosus and gracilis tendon versus patellar tendon autografts for anterior cruciate ligament reconstruction: five-year follow-up","A prospective, randomized compariso",2006,10.1177/0363546506290726,Am J Sports Med,Sajovic2006,,,
,Harilainen A (2006),PubMed,"Harilainen A, Linko E, Sandelin J.",Harilainen,Randomized prospective study of ACL reconstruction with interference screw fixation in patellar tendon autografts versus femoral metal plate suspension and tibial post fixation in hamstring tendon autografts: 5-year clinical and radiological follow-up results,Randomized prospective study of ACL,2006,10.1007/s00167-006-0059-0,Knee Surg Sports Traumatol Arthrosc,Harilainen2006,,,
,Gobbi A (2006),PubMed,"Gobbi A, Francisco R.",Gobbi,Factors affecting return to sports after anterior cruciate ligament reconstruction with patellar tendon and hamstring graft: a prospective clinical investigation,Factors affecting return to sports ,2006,10.1007/s00167-006-0050-9,Knee Surg Sports Traumatol Arthrosc,Gobbi2006,,,
,Halinen J (2006),PubMed,"Halinen J, Lindahl J, Hirvensalo E, Santavirta S.",Halinen,Operative and nonoperative treatments of medial collateral ligament rupture with early anterior cruciate ligament reconstruction: a prospective randomized study,Operative and nonoperative treatmen,2006,10.1177/0363546505284889,Am J Sports Med,Halinen2006,,,
,Svensson M (2006),PubMed,"Svensson M, Sernert N, Ejerhed L, Karlsson J, Kartus JT.",Svensson,A prospective comparison of bone-patellar tendon-bone and hamstring grafts for anterior cruciate ligament reconstruction in female patients,A prospective comparison of bone-pa,2006,10.1007/s00167-005-0708-8,Knee Surg Sports Traumatol Arthrosc,Svensson2006,,,
,Matsumoto A (2006),PubMed,"Matsumoto A, Yoshiya S, Muratsu H, Yagi M, Iwasaki Y, Kurosaka M, Kuroda R.",Matsumoto,A comparison of bone-patellar tendon-bone and bone-hamstring tendon-bone autografts for anterior cruciate ligament reconstruction,A comparison of bone-patellar tendo,2006,10.1177/0363546505279919,Am J Sports Med,Matsumoto2006,,,
,Drogset JO (2005),PubMed,"Drogset JO, GrÃ¸ntvedt T, Tegnander A.",Drogset,Endoscopic reconstruction of the anterior cruciate ligament using bone-patellar tendon-bone grafts fixed with bioabsorbable or metal interference screws: a prospective randomized study of the clinical outcome,Endoscopic reconstruction of the an,2005,10.1177/0363546504272264,Am J Sports Med,Drogset2005,,,
,Tecklenburg K (2005),PubMed,"Tecklenburg K, Hoser C, Sailer R, OberladstÃ¤tter J, Fink C.",Tecklenburg,[ACL reconstruction with bone-patellar tendon-bone graft and proximal fixation with the EndoButton: a 2- to 5-year follow-up],ACL reconstruction with bone-patell,2005,10.1007/s00113-005-0948-6,Unfallchirurg,Tecklenburg2005,,,
,Ibrahim SA (2005),PubMed,"Ibrahim SA, Al-Kussary IM, Al-Misfer AR, Al-Mutairi HQ, Ghafar SA, El Noor TA.",Ibrahim,Clinical evaluation of arthroscopically assisted anterior cruciate ligament reconstruction: patellar tendon versus gracilis and semitendinosus autograft,Clinical evaluation of arthroscopic,2005,10.1016/j.arthro.2004.12.002,Arthroscopy,Ibrahim2005,,,
,Beynnon BD (2005),PubMed,"Beynnon BD, Uh BS, Johnson RJ, Abate JA, Nichols CE, Fleming BC, Poole AR, Roos H.",Beynnon,"Rehabilitation after anterior cruciate ligament reconstruction: a prospective, randomized, double-blind comparison of programs administered over 2 different time intervals",Rehabilitation after anterior cruci,2005,10.1177/0363546504268406,Am J Sports Med,Beynnon2005,,,
,Boyer P (2004),PubMed,"Boyer P, Djian P, Christel P, Paoletti X, Degeorges R.",Boyer,[Reliability of the KT-1000 arthrometer (Medmetric) for measuring anterior knee laxity: comparison with Telos in 147 knees],Reliability of the KT-1000 arthrome,2004,10.1016/s0035-1040(04)70756-4,Rev Chir Orthop Reparatrice Appar Mot,Boyer2004,,,
,Kaeding C (2005),PubMed,"Kaeding C, Farr J, Kavanaugh T, Pedroza A.",Kaeding,A prospective randomized comparison of bioabsorbable and titanium anterior cruciate ligament interference screws,A prospective randomized comparison,2005,10.1016/j.arthro.2004.09.012,Arthroscopy,Kaeding2005,,,
,Laxdal G (2005),PubMed,"Laxdal G, Kartus J, Hansson L, Heidvall M, Ejerhed L, Karlsson J.",Laxdal,A prospective randomized comparison of bone-patellar tendon-bone and hamstring grafts for anterior cruciate ligament reconstruction,A prospective randomized comparison,2005,10.1016/j.arthro.2004.09.014,Arthroscopy,Laxdal2005,,,
,Hill PF (2005),PubMed,"Hill PF, Russell VJ, Salmon LJ, Pinczewski LA.",Hill,The influence of supplementary tibial fixation on laxity measurements after anterior cruciate ligament reconstruction with hamstring tendons in female patients,The influence of supplementary tibi,2005,10.1177/0363546504268036,Am J Sports Med,Hill2005,,,
,Nicholas SJ (2004),PubMed,"Nicholas SJ, D'Amato MJ, Mullaney MJ, Tyler TF, Kolstad K, McHugh MP.",Nicholas,A prospectively randomized double-blind study on the effect of initial graft tension on knee stability after anterior cruciate ligament reconstruction,A prospectively randomized double-b,2004,10.1177/0363546504265924,Am J Sports Med,Nicholas2004,,,
,Boonriong T (2004),PubMed,"Boonriong T, Kietsiriroje N.",Boonriong,Arthroscopically assisted anterior cruciate ligament reconstruction: comparison of bone-patellar tendon-bone versus hamstring tendon autograft,Arthroscopically assisted anterior ,2004,,J Med Assoc Thai,Boonriong2004,,,
,Aglietti P (2004),PubMed,"Aglietti P, Giron F, Buzzi R, Biddau F, Sasso F.",Aglietti,"Anterior cruciate ligament reconstruction: bone-patellar tendon-bone compared with double semitendinosus and gracilis tendon grafts. A prospective, randomized clinical trial",Anterior cruciate ligament reconstr,2004,,J Bone Joint Surg Am,Aglietti2004,,,
,Acquitter Y (2003),PubMed,"Acquitter Y, Hulet C, Locker B, Delbarre JC, Jambou S, Vielpeau C.",Acquitter,[Patellar tendon-bone autograft reconstruction of the anterior cruciate ligament for advanced-stage chronic anterior laxity: is an extra-articular plasty necessary? A prospective randomized study of 100 patients with five year follow-up],Patellar tendon-bone autograft reco,2003,,Rev Chir Orthop Reparatrice Appar Mot,Acquitter2003,,,
,Mikkelsen C (2003),PubMed,"Mikkelsen C, Cerulli G, Lorenzini M, Bergstrand G, Werner S.",Mikkelsen,Can a post-operative brace in slight hyperextension prevent extension deficit after anterior cruciate ligament reconstruction? A prospective randomised study,Can a post-operative brace in sligh,2003,10.1007/s00167-003-0406-3,Knee Surg Sports Traumatol Arthrosc,Mikkelsen2003,,,
,Melegati G (2003),PubMed,"Melegati G, Tornese D, Bandi M, Volpi P, Schonhuber H, Denti M.",Melegati,The role of the rehabilitation brace in restoring knee extension after anterior cruciate ligament reconstruction: a prospective controlled study,The role of the rehabilitation brac,2003,10.1007/s00167-003-0386-3,Knee Surg Sports Traumatol Arthrosc,Melegati2003,,,
,Feller JA (2003),PubMed,"Feller JA, Webster KE.",Feller,A randomized comparison of patellar tendon and hamstring tendon anterior cruciate ligament reconstruction,A randomized comparison of patellar,2003,10.1177/03635465030310041501,Am J Sports Med,Feller2003,,,
,Muren O (2003),PubMed,"Muren O, Dahlstedt L, DalÃ©n N.",Muren,"Reconstruction of acute anterior cruciate ligament injuries: a prospective, randomised study of 40 patients with 7-year follow-up. No advantage of synthetic augmentation compared to a traditional patellar tendon graft",Reconstruction of acute anterior cr,2003,10.1007/s00402-002-0457-9,Arch Orthop Trauma Surg,Muren2003,,,
,Otsuka H (2003),PubMed,"Otsuka H, Ishibashi Y, Tsuda E, Sasaki K, Toh S.",Otsuka,Comparison of three techniques of anterior cruciate ligament reconstruction with bone-patellar tendon-bone graft. Differences in anterior tibial translation and tunnel enlargement with each technique,Comparison of three techniques of a,2003,10.1177/03635465030310022101,Am J Sports Med,Otsuka2003,,,
,Ejerhed L (2003),PubMed,"Ejerhed L, Kartus J, Sernert N, KÃ¶hler K, Karlsson J.",Ejerhed,Patellar tendon or semitendinosus tendon autografts for anterior cruciate ligament reconstruction? A prospective randomized study with a two-year follow-up,Patellar tendon or semitendinosus t,2003,10.1177/03635465030310011401,Am J Sports Med,Ejerhed2003,,,
,Jansson KA (2003),PubMed,"Jansson KA, Linko E, Sandelin J, Harilainen A.",Jansson,A prospective randomized study of patellar versus hamstring tendon autografts for anterior cruciate ligament reconstruction,A prospective randomized study of p,2003,10.1177/03635465030310010501,Am J Sports Med,Jansson2003,,,
,Drogset JO (2002),PubMed,"Drogset JO, GrÃ¸ntvedt T.",Drogset,Anterior cruciate ligament reconstruction with and without a ligament augmentation device : results at 8-Year follow-up,Anterior cruciate ligament reconstr,2002,10.1177/03635465020300061601,Am J Sports Med,Drogset2002,,,
,Gorschewsky O (2002),PubMed,"Gorschewsky O, Browa A, Vogel U, Stauffer E.",Gorschewsky,[Clinico-histologic comparison of allogenic and autologous bone-tendon-bone using one-third of the patellar tendon in reconstruction of the anterior cruciate ligament],Clinico-histologic comparison of al,2002,10.1007/s00113-001-0405-0,Unfallchirurg,Gorschewsky2002,,,
,Beynnon BD (2002),PubMed,"Beynnon BD, Johnson RJ, Fleming BC, Kannus P, Kaplan M, Samani J, RenstrÃ¶m P.",Beynnon,"Anterior cruciate ligament replacement: comparison of bone-patellar tendon-bone grafts with two-strand hamstring grafts. A prospective, randomized study",Anterior cruciate ligament replacem,2002,10.2106/00004623-200209000-00001,J Bone Joint Surg Am,Beynnon2002,,,
,Gaweda K (2002),PubMed,"Gaweda K, Godlewski P.",Gaweda,[Evaluation of the anterior cruciate ligament injury treatment results using patellar tendon grafts],Evaluation of the anterior cruciate,2002,,Chir Narzadow Ruchu Ortop Pol,Gaweda2002,,,
,Pinczewski LA (2002),PubMed,"Pinczewski LA, Deehan DJ, Salmon LJ, Russell VJ, Clingeleffer A.",Pinczewski,A five-year comparison of patellar tendon versus four-strand hamstring tendon autograft for arthroscopic reconstruction of the anterior cruciate ligament,A five-year comparison of patellar ,2002,10.1177/03635465020300041201,Am J Sports Med,Pinczewski2002,,,
,Henriksson M (2002),PubMed,"Henriksson M, Rockborn P, Good L.",Henriksson,Range of motion training in brace vs. plaster immobilization after anterior cruciate ligament reconstruction: a prospective randomized comparison with a 2-year follow-up,Range of motion training in brace v,2002,10.1034/j.1600-0838.2002.120203.x,Scand J Med Sci Sports,Henriksson2002,,,
,Nau T (2002),PubMed,"Nau T, Lavoie P, Duval N.",Nau,A new generation of artificial ligaments in reconstruction of the anterior cruciate ligament. Two-year follow-up of a randomised trial,A new generation of artificial liga,2002,10.1302/0301-620x.84b3.12400,J Bone Joint Surg Br,Nau2002,,,
,Sernert N (2002),PubMed,"Sernert N, Kartus J, KÃ¶hler K, Ejerhed L, Brandsson S, Karlsson J.",Sernert,"Comparison of functional outcome after anterior cruciate ligament reconstruction resulting in low, normal and increased laxity",Comparison of functional outcome af,2002,10.1034/j.1600-0838.2002.120109.x,Scand J Med Sci Sports,Sernert2002,,,
,Katabi M (2002),PubMed,"Katabi M, Djian P, Christel P.",Katabi,[Anterior cruciate ligament reconstruction: patellar tendon autograft versus four-strand hamstring tendon autografts. A comparative study at one year follow-up],Anterior cruciate ligament reconstr,2002,,Rev Chir Orthop Reparatrice Appar Mot,Katabi2002,,,
,Shaieb MD (2002),PubMed,"Shaieb MD, Kan DM, Chang SK, Marumoto JM, Richardson AB.",Shaieb,A prospective randomized comparison of patellar tendon versus semitendinosus and gracilis tendon autografts for anterior cruciate ligament reconstruction,A prospective randomized comparison,2002,10.1177/03635465020300021201,Am J Sports Med,Shaieb2002,,,
,Hess T (2002),PubMed,"Hess T, Duchow J, Roland S, Kohn D.",Hess,Single-versus two-incision technique in anterior cruciate ligament replacement: influence on postoperative muscle function,Single-versus two-incision techniqu,2002,10.1177/03635465020300011801,Am J Sports Med,Hess2002,,,
,Pape D (2001),PubMed,"Pape D, Seil R, Adam F, GÃ¶dde S, Georg T, Rupp S, Kohn D.",Pape,Blood loss in anterior cruciate ligament (ACL) reconstruction with and without intercondylar notchplasty: does it affect the clinical outcome?,Blood loss in anterior cruciate lig,2001,10.1007/s004020100290,Arch Orthop Trauma Surg,Pape2001,,,
,Aune AK (2001),PubMed,"Aune AK, Holm I, Risberg MA, Jensen HK, Steen H.",Aune,Four-strand hamstring tendon autograft compared with patellar tendon-bone autograft for anterior cruciate ligament reconstruction. A randomized study with two-year follow-up,Four-strand hamstring tendon autogr,2001,10.1177/03635465010290060901,Am J Sports Med,Aune2001,,,
,Feller JA (2001),PubMed,"Feller JA, Webster KE, Gavin B.",Feller,Early post-operative morbidity following anterior cruciate ligament reconstruction: patellar tendon versus hamstring graft,Early post-operative morbidity foll,2001,10.1007/s001670100216,Knee Surg Sports Traumatol Arthrosc,Feller2001,,,
,Mariani PP (2001),PubMed,"Mariani PP, Camillieri G, Margheritini F.",Mariani,Transcondylar screw fixation in anterior cruciate ligament reconstruction,Transcondylar screw fixation in ant,2001,10.1053/jars.2001.25277,Arthroscopy,Mariani2001,,,
,Ahmad CS (2001),PubMed,"Ahmad CS, Shubin Stein BE, Jeshuran W, Nercessian OA, Henry JH.",Ahmad,Anterior cruciate ligament function after tibial eminence fracture in skeletally mature patients,Anterior cruciate ligament function,2001,10.1177/03635465010290031501,Am J Sports Med,Ahmad2001,,,
,Anderson AF (2001),PubMed,"Anderson AF, Snyder RB, Lipscomb AB Jr.",Anderson,Anterior cruciate ligament reconstruction. A prospective randomized study of three surgical methods,Anterior cruciate ligament reconstr,2001,10.1177/03635465010290030201,Am J Sports Med,Anderson2001,,,
,Eriksson K (2001),PubMed,"Eriksson K, Anderberg P, Hamberg P, Olerud P, Wredmark T.",Eriksson,There are differences in early morbidity after ACL reconstruction when comparing patellar tendon and semitendinosus tendon graft. A prospective randomized study of 107 patients,There are differences in early morb,2001,,Scand J Med Sci Sports,Eriksson2001,,,
,Ejerhed L (2001),PubMed,"Ejerhed L, Kartus J, KÃ¶hler K, Sernert N, Brandsson S, Karlsson J.",Ejerhed,Preconditioning patellar tendon autografts in arthroscopic anterior cruciate ligament reconstruction: a prospective randomized study,Preconditioning patellar tendon aut,2001,10.1007/s001670000179,Knee Surg Sports Traumatol Arthrosc,Ejerhed2001,,,
,Brandsson S (2001),PubMed,"Brandsson S, FaxÃ©n E, Kartus J, Eriksson BI, Karlsson J.",Brandsson,"Is a knee brace advantageous after anterior cruciate ligament surgery? A prospective, randomised study with a two-year follow-up",Is a knee brace advantageous after ,2001,10.1034/j.1600-0838.2001.011002110.x,Scand J Med Sci Sports,Brandsson2001,,,
,Fremerey R (2000),PubMed,"Fremerey R, Lobenhoffer P, Skutek M, Zeichen J, Gerich T, Bosch U.",Fremerey,[Proprioception after reconstruction of the anterior cruciate ligament. Endoscopic vs. 2 tunnel technique],Proprioception after reconstruction,2000,10.1007/s001130050634,Unfallchirurg,Fremerey2000,,,
,Shelbourne KD (2000),PubMed,"Shelbourne KD, Urch SE.",Shelbourne,Primary anterior cruciate ligament reconstruction using the contralateral autogenous patellar tendon,Primary anterior cruciate ligament ,2000,10.1177/03635465000280050501,Am J Sports Med,Shelbourne2000,,,
,Hackl W (2000),PubMed,"Hackl W, Fink C, Benedetto KP, Hoser C.",Hackl,[Transplant fixation by anterior cruciate ligament reconstruction. Metal vs. bioabsorbable polyglyconate interference screw. A prospective randomized study of 40 patients],Transplant fixation by anterior cru,2000,10.1007/s001130050567,Unfallchirurg,Hackl2000,,,
,Fink C (2000),PubMed,"Fink C, Benedetto KP, Hackl W, Hoser C, Freund MC, Rieger M.",Fink,Bioabsorbable polyglyconate interference screw fixation in anterior cruciate ligament reconstruction: a prospective computed tomography-controlled study,Bioabsorbable polyglyconate interfe,2000,10.1053/jars.2000.4633,Arthroscopy,Fink2000,,,
,JÃ¤rvelÃ¤ T (1999),PubMed,"JÃ¤rvelÃ¤ T, NyyssÃ¶nen M, Kannus P, Paakkala T, JÃ¤rvinen M.",JÃ¤rvelÃ¤,Bone-patellar tendon-bone reconstruction of the anterior cruciate ligament. A long-term comparison of early and late repair,Bone-patellar tendon-bone reconstru,1999,10.1007/s002640050357,Int Orthop,JÃ¤rvelÃ¤1999,,,
,Jomha NM (1999),PubMed,"Jomha NM, Pinczewski LA, Clingeleffer A, Otto DD.",Jomha,Arthroscopic reconstruction of the anterior cruciate ligament with patellar-tendon autograft and interference screw fixation. The results at seven years,Arthroscopic reconstruction of the ,1999,10.1302/0301-620x.81b5.8644,J Bone Joint Surg Br,Jomha1999,,,
