doi,authors,first_author,title,short_title,year,journal,key
10.1177/0363546513497926,"Ahldén M, Sernert N, Karlsson J, Kartus J.",Ahldén,A prospective randomized study comparing double- and single-bundle techniques for anterior cruciate ligament reconstruction,aprospectiverandomizedstudycomparingdoubleandsinglebundletechniquesforanteriorcruciateligamentreconstruction,2013,Am J Sports Med,Ahldén+aprospectiverandomizedstudycomparingdoubleandsinglebundletechniquesforanteriorcruciateligamentreconstruction+2013
10.7417/CT.2013.1540,"Iorio R, Di Sanzo V, Vadalà A, Mazza D, Valeo L, Messano GA, Redler A, Iorio C, Bolle G, Conteduca F, Ferretti A.",Iorio,Nanohydroxyapatite-based bone graft substitute in tunnel enlargement after ACL surgery: RMN study,nanohydroxyapatitebasedbonegraftsubstituteintunnelenlargementafteraclsurgery:rmnstudy,2013,Clin Ter,Iorio+nanohydroxyapatitebasedbonegraftsubstituteintunnelenlargementafteraclsurgery:rmnstudy+2013
10.3944/aott.2012.2679,Mirzatolooei F.,Mirzatolooei,Comparison of short term clinical outcomes between transtibial and transportal TransFix® femoral fixation in hamstring ACL reconstruction,comparisonofshorttermclinicaloutcomesbetweentranstibialandtransportaltransfix®femoralfixationinhamstringaclreconstruction,2012,Acta Orthop Traumatol Turc,Mirzatolooei+comparisonofshorttermclinicaloutcomesbetweentranstibialandtransportaltransfix®femoralfixationinhamstringaclreconstruction+2012
10.1007/s00167-012-2323-9,"Koutras G, Papadopoulos P, Terzidis IP, Gigis I, Pappas E.",Koutras,Short-term functional and clinical outcomes after ACL reconstruction with hamstrings autograft: transtibial versus anteromedial portal technique,shorttermfunctionalandclinicaloutcomesafteraclreconstructionwithhamstringsautograft:transtibialversusanteromedialportaltechnique,2013,Knee Surg Sports Traumatol Arthrosc,Koutras+shorttermfunctionalandclinicaloutcomesafteraclreconstructionwithhamstringsautograft:transtibialversusanteromedialportaltechnique+2013
10.1590/s0102-86502012000800010,"Zhang Q, Zhang S, Li R, Liu Y, Cao X.",Zhang,Comparison of two methods of femoral tunnel preparation in single-bundle anterior cruciate ligament reconstruction: a prospective randomized study,comparisonoftwomethodsoffemoraltunnelpreparationinsinglebundleanteriorcruciateligamentreconstruction:aprospectiverandomizedstudy,2012,Acta Cir Bras,Zhang+comparisonoftwomethodsoffemoraltunnelpreparationinsinglebundleanteriorcruciateligamentreconstruction:aprospectiverandomizedstudy+2012
10.1177/0363546512448177,"Suomalainen P, Järvelä T, Paakkala A, Kannus P, Järvinen M.",Suomalainen,Double-bundle versus single-bundle anterior cruciate ligament reconstruction: a prospective randomized study with 5-year results,doublebundleversussinglebundleanteriorcruciateligamentreconstruction:aprospectiverandomizedstudywith5yearresults,2012,Am J Sports Med,Suomalainen+doublebundleversussinglebundleanteriorcruciateligamentreconstruction:aprospectiverandomizedstudywith5yearresults+2012
10.1007/s00132-012-1898-7,"Lahner M, Vogel T, Schulz MS, Strobel MJ.",Lahner,[Outcome 4 years after isolated single-bundle posterior cruciate ligament reconstruction],outcome4yearsafterisolatedsinglebundleposteriorcruciateligamentreconstruction,2012,Orthopade,Lahner+outcome4yearsafterisolatedsinglebundleposteriorcruciateligamentreconstruction+2012
10.1016/j.arthro.2011.08.305,"Yasuda K, Kondo E, Kitamura N, Kawaguchi Y, Kai S, Tanabe Y.",Yasuda,A pilot study of anatomic double-bundle anterior cruciate ligament reconstruction with ligament remnant tissue preservation,apilotstudyofanatomicdoublebundleanteriorcruciateligamentreconstructionwithligamentremnanttissuepreservation,2012,Arthroscopy,Yasuda+apilotstudyofanatomicdoublebundleanteriorcruciateligamentreconstructionwithligamentremnanttissuepreservation+2012
10.1177/0363546511426416,"Hussein M, van Eck CF, Cretnik A, Dinevski D, Fu FH.",Hussein,"Prospective randomized clinical evaluation of conventional single-bundle, anatomic single-bundle, and anatomic double-bundle anterior cruciate ligament reconstruction: 281 cases with 3- to 5-year follow-up",prospectiverandomizedclinicalevaluationofconventionalsinglebundleanatomicsinglebundleandanatomicdoublebundleanteriorcruciateligamentreconstruction:281caseswith3to5yearfollowup,2012,Am J Sports Med,Hussein+prospectiverandomizedclinicalevaluationofconventionalsinglebundleanatomicsinglebundleandanatomicdoublebundleanteriorcruciateligamentreconstruction:281caseswith3to5yearfollowup+2012
10.1016/j.arthro.2011.06.027,"Noh JH, Yang BG, Roh YH, Kim SW, Kim W.",Noh,Anterior cruciate ligament reconstruction using 4-strand hamstring autograft: conventional single-bundle technique versus oval-footprint technique,anteriorcruciateligamentreconstructionusing4strandhamstringautograft:conventionalsinglebundletechniqueversusovalfootprinttechnique,2011,Arthroscopy,Noh+anteriorcruciateligamentreconstructionusing4strandhamstringautograft:conventionalsinglebundletechniqueversusovalfootprinttechnique+2011
10.1007/s11999-011-1940-9,"Gobbi A, Mahajan V, Karnatzikos G, Nakamura N.",Gobbi,Single- versus double-bundle ACL reconstruction: is there any difference in stability and function at 3-year followup?,singleversusdoublebundleaclreconstruction:isthereanydifferenceinstabilityandfunctionat3yearfollowup?,2012,Clin Orthop Relat Res,Gobbi+singleversusdoublebundleaclreconstruction:isthereanydifferenceinstabilityandfunctionat3yearfollowup?+2012
10.1177/0363546511406234,"De Wall M, Scholes CJ, Patel S, Coolican MR, Parker DA.",De,Tibial fixation in anterior cruciate ligament reconstruction: a prospective randomized study comparing metal interference screw and staples with a centrally placed polyethylene screw and sheath,tibialfixationinanteriorcruciateligamentreconstruction:aprospectiverandomizedstudycomparingmetalinterferencescrewandstapleswithacentrallyplacedpolyethylenescrewandsheath,2011,Am J Sports Med,De+tibialfixationinanteriorcruciateligamentreconstruction:aprospectiverandomizedstudycomparingmetalinterferencescrewandstapleswithacentrallyplacedpolyethylenescrewandsheath+2011
10.1177/0363546511405024,"Suomalainen P, Moisala AS, Paakkala A, Kannus P, Järvelä T.",Suomalainen,Double-bundle versus single-bundle anterior cruciate ligament reconstruction: randomized clinical and magnetic resonance imaging study with 2-year follow-up,doublebundleversussinglebundleanteriorcruciateligamentreconstruction:randomizedclinicalandmagneticresonanceimagingstudywith2yearfollowup,2011,Am J Sports Med,Suomalainen+doublebundleversussinglebundleanteriorcruciateligamentreconstruction:randomizedclinicalandmagneticresonanceimagingstudywith2yearfollowup+2011
10.1007/s00167-011-1399-y,"Isberg J, Faxén E, Laxdal G, Eriksson BI, Kärrholm J, Karlsson J.",Isberg,Will early reconstruction prevent abnormal kinematics after ACL injury? Two-year follow-up using dynamic radiostereometry in 14 patients operated with hamstring autografts,willearlyreconstructionpreventabnormalkinematicsafteraclinjury?twoyearfollowupusingdynamicradiostereometryin14patientsoperatedwithhamstringautografts,2011,Knee Surg Sports Traumatol Arthrosc,Isberg+willearlyreconstructionpreventabnormalkinematicsafteraclinjury?twoyearfollowupusingdynamicradiostereometryin14patientsoperatedwithhamstringautografts+2011
10.1177/0363546510397172,"Izawa T, Okazaki K, Tashiro Y, Matsubara H, Miura H, Matsuda S, Hashizume M, Iwamoto Y.",Izawa,Comparison of rotatory stability after anterior cruciate ligament reconstruction between single-bundle and double-bundle techniques,comparisonofrotatorystabilityafteranteriorcruciateligamentreconstructionbetweensinglebundleanddoublebundletechniques,2011,Am J Sports Med,Izawa+comparisonofrotatorystabilityafteranteriorcruciateligamentreconstructionbetweensinglebundleanddoublebundletechniques+2011
10.1016/j.knee.2010.09.004,"Lee YS, Ha JK, Kim YJ, Yang SJ, Lee MY, Kim JG.",Lee,Comparative outcome analysis of malpositioned and properly positioned fixation groups after hamstring autograft ACL reconstruction with femoral cross-pin fixation,comparativeoutcomeanalysisofmalpositionedandproperlypositionedfixationgroupsafterhamstringautograftaclreconstructionwithfemoralcrosspinfixation,2011,Knee,Lee+comparativeoutcomeanalysisofmalpositionedandproperlypositionedfixationgroupsafterhamstringautograftaclreconstructionwithfemoralcrosspinfixation+2011
10.1016/j.arthro.2010.05.018,"Sobhy MH, AbouElsoud MM, Kamel EM, Desouki AM.",Sobhy,Neurovascular safety and clinical outcome of outside-in repair of tears of the posterior horn of the medial meniscus,neurovascularsafetyandclinicaloutcomeofoutsideinrepairoftearsoftheposteriorhornofthemedialmeniscus,2010,Arthroscopy,Sobhy+neurovascularsafetyandclinicaloutcomeofoutsideinrepairoftearsoftheposteriorhornofthemedialmeniscus+2010
10.1055/s-0029-1240737,"Basad E, Kipper A, Wüsten OA, Stürz H, Ishaque BA.",Basad,[Comparative study after hamstring ACL plasty with RigidFix (pin fixation) and EndoButton (anchor fixation)],comparativestudyafterhamstringaclplastywithrigidfix(pinfixation)andendobutton(anchorfixation),2010,Z Orthop Unfall,Basad+comparativestudyafterhamstringaclplastywithrigidfix(pinfixation)andendobutton(anchorfixation)+2010
10.1302/0301-620X.91B10.21886,"Ibrahim SA, Hamido F, Al Misfer AK, Mahgoob A, Ghafar SA, Alhran H.",Ibrahim,Anterior cruciate ligament reconstruction using autologous hamstring double bundle graft compared with single bundle procedures,anteriorcruciateligamentreconstructionusingautologoushamstringdoublebundlegraftcomparedwithsinglebundleprocedures,2009,J Bone Joint Surg Br,Ibrahim+anteriorcruciateligamentreconstructionusingautologoushamstringdoublebundlegraftcomparedwithsinglebundleprocedures+2009
10.1177/0363546509347096,"Aglietti P, Giron F, Losco M, Cuomo P, Ciardullo A, Mondanelli N.",Aglietti,"Comparison between single-and double-bundle anterior cruciate ligament reconstruction: a prospective, randomized, single-blinded clinical trial",comparisonbetweensingleanddoublebundleanteriorcruciateligamentreconstruction:aprospectiverandomizedsingleblindedclinicaltrial,2010,Am J Sports Med,Aglietti+comparisonbetweensingleanddoublebundleanteriorcruciateligamentreconstruction:aprospectiverandomizedsingleblindedclinicaltrial+2010
10.1016/j.otsr.2009.03.009,"Robert H, Nouveau S, Gageot S, Gagnière B.",Robert,"A new knee arthrometer, the GNRB: experience in ACL complete and partial tears",anewkneearthrometerthegnrb:experienceinaclcompleteandpartialtears,2009,Orthop Traumatol Surg Res,Robert+anewkneearthrometerthegnrb:experienceinaclcompleteandpartialtears+2009
10.1177/0363546508328114,"Marcacci M, Zaffagnini S, Giordano G, Iacono F, Presti ML.",Marcacci,Anterior cruciate ligament reconstruction associated with extra-articular tenodesis: A prospective clinical and radiographic evaluation with 10- to 13-year follow-up,anteriorcruciateligamentreconstructionassociatedwithextraarticulartenodesis:aprospectiveclinicalandradiographicevaluationwith10to13yearfollowup,2009,Am J Sports Med,Marcacci+anteriorcruciateligamentreconstructionassociatedwithextraarticulartenodesis:aprospectiveclinicalandradiographicevaluationwith10to13yearfollowup+2009
10.1007/s00064-008-1412-x,"Schneider FJ, Kraus T, Linhart WE.",Schneider,[Anterior cruciate ligament reconstruction with semitendinosus tendon in children],anteriorcruciateligamentreconstructionwithsemitendinosustendoninchildren,2008,Oper Orthop Traumatol,Schneider+anteriorcruciateligamentreconstructionwithsemitendinosustendoninchildren+2008
10.1097/BLO.0b013e31802ba45c,"Yagi M, Kuroda R, Nagamune K, Yoshiya S, Kurosaka M.",Yagi,Double-bundle ACL reconstruction can improve rotational stability,doublebundleaclreconstructioncanimproverotationalstability,2007,Clin Orthop Relat Res,Yagi+doublebundleaclreconstructioncanimproverotationalstability+2007
10.1177/230949900501300206,"Tow BP, Chang PC, Mitra AK, Tay BK, Wong MC.",Tow,Comparing 2-year outcomes of anterior cruciate ligament reconstruction using either patella-tendon or semitendinosus-tendon autografts: a non-randomised prospective study,comparing2yearoutcomesofanteriorcruciateligamentreconstructionusingeitherpatellatendonorsemitendinosustendonautografts:anonrandomisedprospectivestudy,2005,J Orthop Surg (Hong Kong),Tow+comparing2yearoutcomesofanteriorcruciateligamentreconstructionusingeitherpatellatendonorsemitendinosustendonautografts:anonrandomisedprospectivestudy+2005
10.1016/j.knee.2005.05.001,"Zhao J, Peng X, He Y, Wang J.",Zhao,Two-bundle anterior cruciate ligament reconstruction with eight-stranded hamstring tendons: four-tunnel technique,twobundleanteriorcruciateligamentreconstructionwitheightstrandedhamstringtendons:fourtunneltechnique,2006,Knee,Zhao+twobundleanteriorcruciateligamentreconstructionwitheightstrandedhamstringtendons:fourtunneltechnique+2006
10.1007/s00167-004-0553-1,"Giron F, Aglietti P, Cuomo P, Mondanelli N, Ciardullo A.",Giron,Anterior cruciate ligament reconstruction with double-looped semitendinosus and gracilis tendon graft directly fixed to cortical bone: 5-year results,anteriorcruciateligamentreconstructionwithdoubleloopedsemitendinosusandgracilistendongraftdirectlyfixedtocorticalbone:5yearresults,2005,Knee Surg Sports Traumatol Arthrosc,Giron+anteriorcruciateligamentreconstructionwithdoubleloopedsemitendinosusandgracilistendongraftdirectlyfixedtocorticalbone:5yearresults+2005
10.1007/s00113-004-0809-8,"Sobau C, Ellermann A.",Sobau,[Anterior cruciate ligament reconstruction with hamstring tendons in the young],anteriorcruciateligamentreconstructionwithhamstringtendonsintheyoung,2004,Unfallchirurg,Sobau+anteriorcruciateligamentreconstructionwithhamstringtendonsintheyoung+2004
10.1007/s00167-004-0498-4,"Chen CH, Chen WJ, Shih CH, Chou SW.",Chen,Arthroscopic anterior cruciate ligament reconstruction with periosteum-enveloping hamstring tendon graft,arthroscopicanteriorcruciateligamentreconstructionwithperiosteumenvelopinghamstringtendongraft,2004,Knee Surg Sports Traumatol Arthrosc,Chen+arthroscopicanteriorcruciateligamentreconstructionwithperiosteumenvelopinghamstringtendongraft+2004
10.1007/s00167-003-0380-9,"Robert H, Es-Sayeh J.",Robert,The role of periosteal flap in the prevention of femoral widening in anterior cruciate ligament reconstruction using hamstring tendons,theroleofperiostealflapinthepreventionoffemoralwideninginanteriorcruciateligamentreconstructionusinghamstringtendons,2004,Knee Surg Sports Traumatol Arthrosc,Robert+theroleofperiostealflapinthepreventionoffemoralwideninginanteriorcruciateligamentreconstructionusinghamstringtendons+2004
10.1177/03635465030310040701,"Charlton WP, Randolph DA Jr, Lemos S, Shields CL Jr.",Charlton,Clinical outcome of anterior cruciate ligament reconstruction with quadrupled hamstring tendon graft and bioabsorbable interference screw fixation,clinicaloutcomeofanteriorcruciateligamentreconstructionwithquadrupledhamstringtendongraftandbioabsorbableinterferencescrewfixation,2003,Am J Sports Med,Charlton+clinicaloutcomeofanteriorcruciateligamentreconstructionwithquadrupledhamstringtendongraftandbioabsorbableinterferencescrewfixation+2003
10.1016/s0749-8063(01)90002-7,"Hamada M, Shino K, Horibe S, Mitsuoka T, Miyama T, Shiozaki Y, Mae T.",Hamada,Single- versus bi-socket anterior cruciate ligament reconstruction using autogenous multiple-stranded hamstring tendons with endoButton femoral fixation: A prospective study,singleversusbisocketanteriorcruciateligamentreconstructionusingautogenousmultiplestrandedhamstringtendonswithendobuttonfemoralfixation:aprospectivestudy,2001,Arthroscopy,Hamada+singleversusbisocketanteriorcruciateligamentreconstructionusingautogenousmultiplestrandedhamstringtendonswithendobuttonfemoralfixation:aprospectivestudy+2001
10.1007/s001130050733,"Röpke M, Becker R, Urbach D, Nebelung W.",Röpke,[Semitendinosus tendon vs. patellar ligament. Results of a prospective randomized study after anterior cruciate ligament reconstruction],semitendinosustendonvspatellarligamentresultsofaprospectiverandomizedstudyafteranteriorcruciateligamentreconstruction,2001,Unfallchirurg,Röpke+semitendinosustendonvspatellarligamentresultsofaprospectiverandomizedstudyafteranteriorcruciateligamentreconstruction+2001
10.1016/s0968-0160(01)00062-x,"Beard DJ, Anderson JL, Davies S, Price AJ, Dodd CA.",Beard,Hamstrings vs. patella tendon for anterior cruciate ligament reconstruction: a randomised controlled trial,hamstringsvspatellatendonforanteriorcruciateligamentreconstruction:arandomisedcontrolledtrial,2001,Knee,Beard+hamstringsvspatellatendonforanteriorcruciateligamentreconstruction:arandomisedcontrolledtrial+2001
