id,study_id,source,authors,first_author,Title,short_title,Publication Year,DOI,Journal/Book,deduplication,title_abstract_screening,full-text_screening,reason_for_exclusion
,BariÃ© A (2020),PubMed,"BariÃ© A, Sprinckstub T, Huber J, Jaber A.",BariÃ©,"Quadriceps tendon vs. patellar tendon autograft for ACL reconstruction using a hardware-free press-fit fixation technique: comparable stability, function and return-to-sport level but less donor site morbidity in athletes after 10Â years",Quadriceps tendon vs. patellar tend,2020,10.1007/s00402-020-03508-1,Arch Orthop Trauma Surg,BariÃ©2020,,,
,Sinding KS (2020),PubMed,"Sinding KS, Nielsen TG, Hvid LG, Lind M, Dalgas U.",Sinding,Effects of Autograft Types on Muscle Strength and Functional Capacity in Patients Having Anterior Cruciate Ligament Reconstruction: A Randomized Controlled Trial,Effects of Autograft Types on Muscl,2020,10.1007/s40279-020-01276-x,Sports Med,Sinding2020,,,
,Vilchez-Cavazos F (2020),PubMed,"Vilchez-Cavazos F, DÃ¡vila-MartÃ­nez A, Garza-Castro S, Simental-MendÃ­a M, Garay-Mendoza D, Tamez-Mata Y, PeÃ±a-MartÃ­nez V, Acosta-Olivo C.",Vilchez-Cavazos,Anterior cruciate ligament injuries treated with quadriceps tendon autograft versus hamstring autograft: A randomized controlled trial,Anterior cruciate ligament injuries,2020,10.24875/CIRU.19001001,Cir Cir,Vilchez-Cavazos2020,,,
,Lind M (2020),PubMed,"Lind M, Nielsen TG, Soerensen OG, Mygind-Klavsen B, FaunÃ¸ P.",Lind,Quadriceps tendon grafts does not cause patients to have inferior subjective outcome after anterior cruciate ligament (ACL) reconstruction than do hamstring grafts: a 2-year prospective randomised controlled trial,Quadriceps tendon grafts does not c,2020,10.1136/bjsports-2019-101000,Br J Sports Med,Lind2020,,,
,Liu H (2019),PubMed,"Liu H, Lu W, Liang D, Geng H, Zhu W, Ouyang K, Li H, Peng L, Feng W, Zhong M, Chen K, Li Y, Deng Z, Wang D.",Liu,[Effect of isokinetic training of thigh muscle group on graft remodeling after anterior cruciate ligament reconstruction],Effect of isokinetic training of th,2019,10.7507/1002-1892.201902059,Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi,Liu2019,,,
,Hoogeslag RAG (2019),PubMed,"Hoogeslag RAG, Brouwer RW, Boer BC, de Vries AJ, Huis In 't Veld R.",Hoogeslag,Acute Anterior Cruciate Ligament Rupture: Repair or Reconstruction? Two-Year Results of a Randomized Controlled Clinical Trial,Acute Anterior Cruciate Ligament Ru,2019,10.1177/0363546519825878,Am J Sports Med,Hoogeslag2019,,,
,Bailey L (2019),PubMed,"Bailey L, Griffin J, Elliott M, Wu J, Papavasiliou T, Harner C, Lowe W.",Bailey,Adductor Canal Nerve Versus Femoral Nerve Blockade for Pain Control and Quadriceps Function Following Anterior Cruciate Ligament Reconstruction With Patellar Tendon Autograft: AÂ Prospective Randomized Trial,Adductor Canal Nerve Versus Femoral,2019,10.1016/j.arthro.2018.10.149,Arthroscopy,Bailey2019,,,
,Harput G (2019),PubMed,"Harput G, Ulusoy B, Yildiz TI, Demirci S, Eraslan L, Turhan E, Tunay VB.",Harput,Cross-education improves quadriceps strength recovery after ACL reconstruction: a randomized controlled trial,Cross-education improves quadriceps,2019,10.1007/s00167-018-5040-1,Knee Surg Sports Traumatol Arthrosc,Harput2019,,,
,Martin-Alguacil JL (2018),PubMed,"Martin-Alguacil JL, Arroyo-Morales M, MartÃ­n-Gomez JL, Monje-Cabrera IM, AbellÃ¡n-GuillÃ©n JF, Esparza-Ros F, Lozano ML, Cantarero-Villanueva I.",Martin-Alguacil,Strength recovery after anterior cruciate ligament reconstruction with quadriceps tendon versus hamstring tendon autografts in soccer players: A randomized controlled trial,Strength recovery after anterior cr,2018,10.1016/j.knee.2018.03.011,Knee,Martin-Alguacil2018,,,
,Beyaz S (2017),PubMed,"Beyaz S, GÃ¼ler ÃœÃ–, Demir Åž, YÃ¼ksel S, Ã‡Ä±nar BM, Ã–zkoÃ§ G, AkpÄ±nar S.",Beyaz,Tunnel widening after single- versus double-bundle anterior cruciate ligament reconstruction: a randomized 8-year follow-up study,Tunnel widening after single- versu,2017,10.1007/s00402-017-2774-z,Arch Orthop Trauma Surg,Beyaz2017,,,
,Ã‡elik D (2017),PubMed,"Ã‡elik D, Turkel N.",Ã‡elik,The effectiveness of Pilates for partial anterior cruciate ligament injury,The effectiveness of Pilates for pa,2017,10.1007/s00167-015-3718-1,Knee Surg Sports Traumatol Arthrosc,Ã‡elik2017,,,
,Sacramento SN (2016),PubMed,"Sacramento SN, MagalhÃ£es E, Christel P, Ingham S, Fukuda TY.",Sacramento,A new technique in double-bundle anterior cruciate ligament reconstruction with implant-free tibial fixation,A new technique in double-bundle an,2016,10.1007/s00167-014-3430-6,Knee Surg Sports Traumatol Arthrosc,Sacramento2016,,,
,Chen J (2015),PubMed,"Chen J, Gu A, Jiang H, Zhang W, Yu X.",Chen,A comparison of acute and chronic anterior cruciate ligament reconstruction using LARS artificial ligaments: a randomized prospective study with a 5-year follow-up,A comparison of acute and chronic a,2015,10.1007/s00402-014-2108-3,Arch Orthop Trauma Surg,Chen2015,,,
,Lund B (2014),PubMed,"Lund B, Nielsen T, FaunÃ¸ P, Christiansen SE, Lind M.",Lund,Is quadriceps tendon a better graft choice than patellar tendon? a prospective randomized study,Is quadriceps tendon a better graft,2014,10.1016/j.arthro.2014.01.012,Arthroscopy,Lund2014,,,
,Inagaki Y (2013),PubMed,"Inagaki Y, Kondo E, Kitamura N, Onodera J, Yagi T, Tanaka Y, Yasuda K.",Inagaki,Prospective clinical comparisons of semitendinosus versus semitendinosus and gracilis tendon autografts for anatomic double-bundle anterior cruciate ligament reconstruction,Prospective clinical comparisons of,2013,10.1007/s00776-013-0427-9,J Orthop Sci,Inagaki2013,,,
,Fukuda TY (2013),PubMed,"Fukuda TY, Fingerhut D, Moreira VC, Camarini PM, Scodeller NF, Duarte A Jr, Martinelli M, Bryk FF.",Fukuda,Open kinetic chain exercises in a restricted range of motion after anterior cruciate ligament reconstruction: a randomized controlled clinical trial,Open kinetic chain exercises in a r,2013,10.1177/0363546513476482,Am J Sports Med,Fukuda2013,,,
,Wipfler B (2011),PubMed,"Wipfler B, Donner S, Zechmann CM, Springer J, Siebold R, Paessler HH.",Wipfler,Anterior cruciate ligament reconstruction using patellar tendon versus hamstring tendon: a prospective comparative study with 9-year follow-up,Anterior cruciate ligament reconstr,2011,10.1016/j.arthro.2011.01.015,Arthroscopy,Wipfler2011,,,
,Alentorn-Geli E (2010),PubMed,"Alentorn-Geli E, Samitier G, Alvarez P, Steinbacher G, Cugat R.",Alentorn-Geli,Anteromedial portal versus transtibial drilling techniques in ACL reconstruction: a blinded cross-sectional study at two- to five-year follow-up,Anteromedial portal versus transtib,2010,10.1007/s00264-010-1000-1,Int Orthop,Alentorn-Geli2010,,,
,Sekir U (2010),PubMed,"Sekir U, Gur H, Akova B.",Sekir,Early versus late start of isokinetic hamstring-strengthening exercise after anterior cruciate ligament reconstruction with patellar tendon graft,Early versus late start of isokinet,2010,10.1177/0363546509349490,Am J Sports Med,Sekir2010,,,
,Tagesson S (2010),PubMed,"Tagesson S, Oberg B, Kvist J.",Tagesson,Tibial translation and muscle activation during rehabilitation exercises 5 weeks after anterior cruciate ligament reconstruction,Tibial translation and muscle activ,2010,10.1111/j.1600-0838.2009.00903.x,Scand J Med Sci Sports,Tagesson2010,,,
,Tsuda E (2009),PubMed,"Tsuda E, Ishibashi Y, Fukuda A, Tsukada H, Toh S.",Tsuda,Comparable results between lateralized single- and double-bundle ACL reconstructions,Comparable results between laterali,2009,10.1007/s11999-008-0604-x,Clin Orthop Relat Res,Tsuda2009,,,
,Han HS (2008),PubMed,"Han HS, Seong SC, Lee S, Lee MC.",Han,Anterior cruciate ligament reconstruction : quadriceps versus patellar autograft,Anterior cruciate ligament reconstr,2008,10.1007/s11999-007-0015-4,Clin Orthop Relat Res,Han2008,,,
,Tagesson S (2008),PubMed,"Tagesson S, Oberg B, Good L, Kvist J.",Tagesson,A comprehensive rehabilitation program with quadriceps strengthening in closed versus open kinetic chain exercise in patients with anterior cruciate ligament deficiency: a randomized clinical trial evaluating dynamic tibial translation and muscle function,A comprehensive rehabilitation prog,2008,10.1177/0363546507307867,Am J Sports Med,Tagesson2008,,,
,Heijne A (2007),PubMed,"Heijne A, Werner S.",Heijne,Early versus late start of open kinetic chain quadriceps exercises after ACL reconstruction with patellar tendon or hamstring grafts: a prospective randomized outcome study,Early versus late start of open kin,2007,10.1007/s00167-006-0246-z,Knee Surg Sports Traumatol Arthrosc,Heijne2007,,,
,Feller JA (2003),PubMed,"Feller JA, Webster KE.",Feller,A randomized comparison of patellar tendon and hamstring tendon anterior cruciate ligament reconstruction,A randomized comparison of patellar,2003,10.1177/03635465030310041501,Am J Sports Med,Feller2003,,,
,Meighan AA (2003),PubMed,"Meighan AA, Keating JF, Will E.",Meighan,Outcome after reconstruction of the anterior cruciate ligament in athletic patients. A comparison of early versus delayed surgery,Outcome after reconstruction of the,2003,10.1302/0301-620x.85b4.13743,J Bone Joint Surg Br,Meighan2003,,,
,Henriksson M (2002),PubMed,"Henriksson M, Rockborn P, Good L.",Henriksson,Range of motion training in brace vs. plaster immobilization after anterior cruciate ligament reconstruction: a prospective randomized comparison with a 2-year follow-up,Range of motion training in brace v,2002,10.1034/j.1600-0838.2002.120203.x,Scand J Med Sci Sports,Henriksson2002,,,
,Shaieb MD (2002),PubMed,"Shaieb MD, Kan DM, Chang SK, Marumoto JM, Richardson AB.",Shaieb,A prospective randomized comparison of patellar tendon versus semitendinosus and gracilis tendon autografts for anterior cruciate ligament reconstruction,A prospective randomized comparison,2002,10.1177/03635465020300021201,Am J Sports Med,Shaieb2002,,,
,Colombet P (2002),PubMed,"Colombet P, Allard M, Bousquet V, de Lavigne C, Flurin PH, Lachaud C.",Colombet,Anterior cruciate ligament reconstruction using four-strand semitendinosus and gracilis tendon grafts and metal interference screw fixation,Anterior cruciate ligament reconstr,2002,10.1053/jars.2002.30637,Arthroscopy,Colombet2002,,,
,Feller JA (2001),PubMed,"Feller JA, Webster KE, Gavin B.",Feller,Early post-operative morbidity following anterior cruciate ligament reconstruction: patellar tendon versus hamstring graft,Early post-operative morbidity foll,2001,10.1007/s001670100216,Knee Surg Sports Traumatol Arthrosc,Feller2001,,,
,#VALUE!,PubMed,O'Neill DB.,O'Neill,Arthroscopically assisted reconstruction of the anterior cruciate ligament. A follow-up report,Arthroscopically assisted reconstru,2001,10.2106/00004623-200109000-00006,J Bone Joint Surg Am,O'Neill2001,,,
,Mikkelsen C (2000),PubMed,"Mikkelsen C, Werner S, Eriksson E.",Mikkelsen,Closed kinetic chain alone compared to combined open and closed kinetic chain exercises for quadriceps strengthening after anterior cruciate ligament reconstruction with respect to return to sports: a prospective matched follow-up study,Closed kinetic chain alone compared,2000,10.1007/s001670000143,Knee Surg Sports Traumatol Arthrosc,Mikkelsen2000,,,
,Shelbourne KD (2000),PubMed,"Shelbourne KD, Urch SE.",Shelbourne,Primary anterior cruciate ligament reconstruction using the contralateral autogenous patellar tendon,Primary anterior cruciate ligament ,2000,10.1177/03635465000280050501,Am J Sports Med,Shelbourne2000,,,
,Feller J (1997),PubMed,"Feller J, Bartlett J, Chapman S, Delahunt M.",Feller,Use of an extension-assisting brace following anterior cruciate ligament reconstruction,Use of an extension-assisting brace,1997,10.1007/s001670050016,Knee Surg Sports Traumatol Arthrosc,Feller1997,,,
,Arciero RA (1996),PubMed,"Arciero RA, Scoville CR, Hayda RA, Snyder RJ.",Arciero,"The effect of tourniquet use in anterior cruciate ligament reconstruction. A prospective, randomized study",The effect of tourniquet use in ant,1996,10.1177/036354659602400610,Am J Sports Med,Arciero1996,,,
,Yack HJ (1994),PubMed,"Yack HJ, Riley LM, Whieldon TR.",Yack,Anterior tibial translation during progressive loading of the ACL-deficient knee during weight-bearing and nonweight-bearing isometric exercise,Anterior tibial translation during ,1994,10.2519/jospt.1994.20.5.247,J Orthop Sports Phys Ther,Yack1994,,,
,Butt U (2024),PubMed,"Butt U, Vuletic F, Shaikh MAA, Amanullah, Rehman GU, Shah IA, StÃ¥lman A, Khan ZA.",Butt,5-years outcomes following arthroscopic anterior cruciate ligament reconstruction comparing quadruple hamstring and peroneus longus tendon autografts: a randomized control trial,5-years outcomes following arthrosc,2024,10.1007/s00402-024-05639-1,Arch Orthop Trauma Surg,Butt2024,,,
,Bi M (2018),PubMed,"Bi M, Zhao C, Zhang S, Yao B, Hong Z, Bi Q.",Bi,All-Inside Single-Bundle Reconstruction of the Anterior Cruciate Ligament with the Anterior Half of the Peroneus Longus Tendon Compared to the Semitendinosus Tendon: A Two-Year Follow-Up Study,All-Inside Single-Bundle Reconstruc,2018,10.1055/s-0038-1627466,J Knee Surg,Bi2018,,,
,Popovic M. (2024),Embase,"Popovic M., Myhre J.R., Holen J.I.H., Gifstad T., Strand I.L., Strand T., Mo I.F., Fischer-Bredenbeck C., Drogset J.O.",Popovic,Reduced Knee Flexion Strength 18 Years After ACL Reconstruction With Hamstring Tendon Versus Patellar Tendon,Reduced Knee Flexion Strength 18 Ye,2024,10.1177/03635465241271524,The American journal of sports medicine,Popovic2024,,,
,ObradoviÄ‡ M. (2023),Embase,"ObradoviÄ‡ M., NinkoviÄ‡ S., GvozdenoviÄ‡ N., ToÅ¡iÄ‡ M., Milinkov M., DuliÄ‡ O.",ObradoviÄ‡,Tubularization of Bone-Tendon-Bone Grafts: Effects on Mechanical Strength and Postoperative Knee Stability in Anterior Cruciate Ligament Reconstruction,Tubularization of Bone-Tendon-Bone ,2023,10.3390/medicina59101764,"Medicina (Kaunas, Lithuania)",ObradoviÄ‡2023,,,
,Chahal J. (2022),Embase,"Chahal J., Whelan D.B., Hoit G., Theodoropoulos J., Ajrawat P., Betsch M., Docter S., Dwyer T.",Chahal,Anterior Cruciate Ligament Patellar Tendon Autograft Fixation at 0Â° Versus 30Â° Results in Improved Activity Scores and a Greater Proportion of Patients Achieving the Minimal Clinical Important Difference For Knee Injury and Osteoarthritis Outcome Score Pain: A Randomized Controlled Trial,Anterior Cruciate Ligament Patellar,2022,10.1016/j.arthro.2021.12.018,Arthroscopy - Journal of Arthroscopic and Related Surgery,Chahal2022,,,
,de Souza Borges J.H. (2022),Embase,"de Souza Borges J.H., Oliveira M., Junior P.L., de Souza Machado R., Lima R., Ramos L.A., Cohen M.",de,Is contralateral autogenous patellar tendon graft a better choice than ipsilateral for anterior cruciate ligament reconstruction in young sportsmen? A randomized controlled trial,Is contralateral autogenous patella,2022,10.1016/j.knee.2022.03.015,Knee,de2022,,,
,Marmura H. (2021),Embase,"Marmura H., Getgood A.M.J., Spindler K.P., Kattan M.W., Briskin I., Bryant D.M.",Marmura,Validation of a Risk Calculator to Personalize Graft Choice and Reduce Rupture Rates for Anterior Cruciate Ligament Reconstruction,Validation of a Risk Calculator to ,2021,10.1177/03635465211010798,The American journal of sports medicine,Marmura2021,,,
,BariÃ© A. (2020),Embase,"BariÃ© A., Sprinckstub T., Huber J., Jaber A.",BariÃ©,"Quadriceps tendon vs. patellar tendon autograft for ACL reconstruction using a hardware-free press-fit fixation technique: comparable stability, function and return-to-sport level but less donor site morbidity in athletes after 10Â years",Quadriceps tendon vs. patellar tend,2020,10.1007/s00402-020-03508-1,Archives of Orthopaedic and Trauma Surgery,BariÃ©2020,,,
,Smith P.A. (2020),Embase,"Smith P.A., Cook C.S., Bley J.A.",Smith,All-Inside Quadrupled Semitendinosus Autograft Shows Stability Equivalent to Patellar Tendon Autograft Anterior Cruciate Ligament Reconstruction: Randomized Controlled Trial in Athletes 24 Years or Younger,All-Inside Quadrupled Semitendinosu,2020,10.1016/j.arthro.2020.01.048,Arthroscopy - Journal of Arthroscopic and Related Surgery,Smith2020,,,
,Castoldi M. (2020),Embase,"Castoldi M., Magnussen R.A., Gunst S., Batailler C., Neyret P., Lustig S., Servien E.",Castoldi,A Randomized Controlled Trial of Bone-Patellar Tendon-Bone Anterior Cruciate Ligament Reconstruction With and Without Lateral Extra-articular Tenodesis: 19-Year Clinical and Radiological Follow-up,A Randomized Controlled Trial of Bo,2020,10.1177/0363546520914936,The American journal of sports medicine,Castoldi2020,,,
,Murray M.M. (2020),Embase,"Murray M.M., Fleming B.C., Badger G.J., Freiberger C., Henderson R., Barnett S., Kiapour A., Ecklund K., Proffen B., Sant N., Kramer D.E., Micheli L.J., Yen Y.-M.",Murray,Bridge-Enhanced Anterior Cruciate Ligament Repair Is Not Inferior to Autograft Anterior Cruciate Ligament Reconstruction at 2 Years: Results of a Prospective Randomized Clinical Trial,Bridge-Enhanced Anterior Cruciate L,2020,10.1177/0363546520913532,The American journal of sports medicine,Murray2020,,,
